"date","time","network","text","link","media"
"2026-06-19","07:30","TikTok","Acendeu uma vela.
Ficou até se apagar.

Cap. 19 de 30 · Trinta Manhãs
seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Desolacao #Luto #Velas","seteveus.space","trinta-manhas-cap-19.mp4"
"2026-06-19","07:30","YouTube","Trinta Manhãs · 19/30 · A vela e a hora

A paz da presença. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Desolacao #Luto #Velas","seteveus.space","trinta-manhas-cap-19.mp4"
"2026-06-19","08:30","Facebook","Acendeu uma vela velha.

Não rezou.
Não pediu.

Sentou-se em frente.
Ficou até o pavio se apagar.

A paz não vinha depois do choro.
Vinha da presença.

Cap. 19 de 30 · Trinta Manhãs

Continua amanhã. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Desolacao #Luto #Velas","seteveus.space","trinta-manhas-cap-19.mp4"
"2026-06-20","07:30","Instagram","Solstício.
Dia mais longo do ano.

Foi à mercearia.
Lavou roupa.
Estendeu na varanda.

À noite, a luz ainda era de tarde.

O sol não tinha pressa.
""Porque é que eu tenho.""

Algo dentro dela
também demorou mais hoje.

Cap. 20 de 30 · Trinta Manhãs

Continua amanhã. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Horizonte #Solsticio #Verao","seteveus.space","trinta-manhas-cap-20.mp4"
"2026-06-20","07:30","TikTok","O sol não tinha pressa.
""Porque é que eu tenho.""

Cap. 20 de 30 · Trinta Manhãs
seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Horizonte #Solsticio #Verao","seteveus.space","trinta-manhas-cap-20.mp4"
"2026-06-20","07:30","YouTube","Trinta Manhãs · 20/30 · Solstício

Dois terços. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Horizonte #Solsticio #Verao","seteveus.space","trinta-manhas-cap-20.mp4"
"2026-06-20","08:30","Facebook","Solstício.
Dia mais longo do ano.

Foi à mercearia.
Lavou roupa.
Estendeu na varanda.

À noite, a luz ainda era de tarde.

O sol não tinha pressa.
""Porque é que eu tenho.""

Algo dentro dela
também demorou mais hoje.

Cap. 20 de 30 · Trinta Manhãs

Continua amanhã. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Horizonte #Solsticio #Verao","seteveus.space","trinta-manhas-cap-20.mp4"
"2026-06-21","07:30","Instagram","Domingo. Banco do jardim. Livro aberto.

Uma criança a correr atrás de um pombo.
A mãe a levantar os olhos do telemóvel.

O livro e a criança
são o mesmo domingo.

Eu estou nos dois.

Cap. 21 de 30 · Trinta Manhãs

Continua amanhã. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Dualidade #Jardim #DomingoLento","seteveus.space","trinta-manhas-cap-21.mp4"
"2026-06-21","07:30","TikTok","O livro e a criança
são o mesmo domingo.

Cap. 21 de 30 · Trinta Manhãs
seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Dualidade #Jardim #DomingoLento","seteveus.space","trinta-manhas-cap-21.mp4"
"2026-06-21","07:30","YouTube","Trinta Manhãs · 21/30 · Livro e criança

Estar nos dois. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Dualidade #Jardim #DomingoLento","seteveus.space","trinta-manhas-cap-21.mp4"
"2026-06-21","08:30","Facebook","Domingo. Banco do jardim. Livro aberto.

Uma criança a correr atrás de um pombo.
A mãe a levantar os olhos do telemóvel.

O livro e a criança
são o mesmo domingo.

Eu estou nos dois.

Cap. 21 de 30 · Trinta Manhãs

Continua amanhã. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Dualidade #Jardim #DomingoLento","seteveus.space","trinta-manhas-cap-21.mp4"
"2026-06-22","07:30","Instagram","O espelho estava limpo.

Não se lembrava de o ter limpado.
Não havia pano por perto.

Olhou.
A mesma cara.

Mas a poeira fina
de há semanas
tinha-se ido.

Às vezes não é preciso limpar.
É preciso olhar.

Cap. 22 de 30 · Trinta Manhãs

Continua amanhã. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Permanencia #Espelhos #VerSe","seteveus.space","trinta-manhas-cap-22.mp4"
"2026-06-22","07:30","TikTok","O espelho ficou limpo
sem ela ter limpado.

Cap. 22 de 30 · Trinta Manhãs
seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Permanencia #Espelhos #VerSe","seteveus.space","trinta-manhas-cap-22.mp4"
"2026-06-22","07:30","YouTube","Trinta Manhãs · 22/30 · O espelho que se limpou

Olhar de outra forma. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Permanencia #Espelhos #VerSe","seteveus.space","trinta-manhas-cap-22.mp4"
"2026-06-22","08:30","Facebook","O espelho estava limpo.

Não se lembrava de o ter limpado.
Não havia pano por perto.

Olhou.
A mesma cara.

Mas a poeira fina
de há semanas
tinha-se ido.

Às vezes não é preciso limpar.
É preciso olhar.

Cap. 22 de 30 · Trinta Manhãs

Continua amanhã. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Permanencia #Espelhos #VerSe","seteveus.space","trinta-manhas-cap-22.mp4"
"2026-06-23","07:30","Instagram","Sete dias depois,
respondeu à amiga.

Três frases.

""Hesitei.
Lembrei-me de ti.
Estou aqui.""

Ela respondeu sete minutos depois.
Uma palavra:
""também.""

Foi suficiente.

Cap. 23 de 30 · Trinta Manhãs

Continua amanhã. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Memoria #Amizades #Retomar","seteveus.space","trinta-manhas-cap-23.mp4"
"2026-06-23","07:30","TikTok","""Hesitei.
Lembrei-me de ti.
Estou aqui.""

— ""também.""

Cap. 23 de 30 · Trinta Manhãs
seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Memoria #Amizades #Retomar","seteveus.space","trinta-manhas-cap-23.mp4"
"2026-06-23","07:30","YouTube","Trinta Manhãs · 23/30 · Três frases

Recolocar a mão na corda. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Memoria #Amizades #Retomar","seteveus.space","trinta-manhas-cap-23.mp4"
"2026-06-23","08:30","Facebook","Sete dias depois,
respondeu à amiga.

Três frases.

""Hesitei.
Lembrei-me de ti.
Estou aqui.""

Ela respondeu sete minutos depois.
Uma palavra:
""também.""

Foi suficiente.

Cap. 23 de 30 · Trinta Manhãs

Continua amanhã. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Memoria #Amizades #Retomar","seteveus.space","trinta-manhas-cap-23.mp4"
"2026-06-24","07:30","Instagram","Chaleira. Apito. Respiração.

Hoje a cozinha não tinha mente nenhuma.

Só água, gás, vapor, mãos.

Não foi meditação.
Foi cozinha.

Cap. 24 de 30 · Trinta Manhãs

Continua amanhã. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Turbilhao #Cozinha #Presenca","seteveus.space","trinta-manhas-cap-24.mp4"
"2026-06-24","07:30","TikTok","Não foi meditação.
Foi cozinha.

Cap. 24 de 30 · Trinta Manhãs
seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Turbilhao #Cozinha #Presenca","seteveus.space","trinta-manhas-cap-24.mp4"
"2026-06-24","07:30","YouTube","Trinta Manhãs · 24/30 · Cozinha sem mente

Quietude na chávena. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Turbilhao #Cozinha #Presenca","seteveus.space","trinta-manhas-cap-24.mp4"
"2026-06-24","08:30","Facebook","Chaleira. Apito. Respiração.

Hoje a cozinha não tinha mente nenhuma.

Só água, gás, vapor, mãos.

Não foi meditação.
Foi cozinha.

Cap. 24 de 30 · Trinta Manhãs

Continua amanhã. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Turbilhao #Cozinha #Presenca","seteveus.space","trinta-manhas-cap-24.mp4"
"2026-06-25","07:30","Instagram","Pequeno pedido.
Grande por dentro.

Há um mês teria dito sim.
Hoje, parou.

""Não posso.
Obrigada por pensares em mim.""

A pessoa: ""tudo bem.""

O mundo não caiu.
Os ombros desceram um centímetro.

Cap. 25 de 30 · Trinta Manhãs

Continua amanhã. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Esforco #DizerNao #Limites","seteveus.space","trinta-manhas-cap-25.mp4"
"2026-06-25","07:30","TikTok","Disse ""não"".
Sem explicar.

O mundo não caiu.

Cap. 25 de 30 · Trinta Manhãs
seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Esforco #DizerNao #Limites","seteveus.space","trinta-manhas-cap-25.mp4"
"2026-06-25","07:30","YouTube","Trinta Manhãs · 25/30 · O não que não caiu

Um centímetro de ombro. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Esforco #DizerNao #Limites","seteveus.space","trinta-manhas-cap-25.mp4"
"2026-06-25","08:30","Facebook","Pequeno pedido.
Grande por dentro.

Há um mês teria dito sim.
Hoje, parou.

""Não posso.
Obrigada por pensares em mim.""

A pessoa: ""tudo bem.""

O mundo não caiu.
Os ombros desceram um centímetro.

Cap. 25 de 30 · Trinta Manhãs

Continua amanhã. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Esforco #DizerNao #Limites","seteveus.space","trinta-manhas-cap-25.mp4"
"2026-06-26","07:30","Instagram","Primeira chuva depois de semanas.

As pessoas a correr.
Ela ficou.

Saiu para a varanda.
Sem casaco.

Em segundos estava molhada.
Não correu. Riu-se.

Voltou para dentro a pingar.
Não secou logo.

Cap. 26 de 30 · Trinta Manhãs

Continua amanhã. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Desolacao #Chuva #Verao","seteveus.space","trinta-manhas-cap-26.mp4"
"2026-06-26","07:30","TikTok","Choveu.
Ela não correu.
Riu-se.

Cap. 26 de 30 · Trinta Manhãs
seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Desolacao #Chuva #Verao","seteveus.space","trinta-manhas-cap-26.mp4"
"2026-06-26","07:30","YouTube","Trinta Manhãs · 26/30 · Sete minutos de chuva

Não fugir. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Desolacao #Chuva #Verao","seteveus.space","trinta-manhas-cap-26.mp4"
"2026-06-26","08:30","Facebook","Primeira chuva depois de semanas.

As pessoas a correr.
Ela ficou.

Saiu para a varanda.
Sem casaco.

Em segundos estava molhada.
Não correu. Riu-se.

Voltou para dentro a pingar.
Não secou logo.

Cap. 26 de 30 · Trinta Manhãs

Continua amanhã. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Desolacao #Chuva #Verao","seteveus.space","trinta-manhas-cap-26.mp4"
"2026-06-27","07:30","Instagram","Decidiu não decidir.

Sem agenda.
Sem plano.

Olhou pela janela.
Saiu. Voltou.
Leu. Cozinhou.
Falou com a vizinha sobre flores.

Cinco horas
sem olhar o relógio.

O dia chegou na mesma.

Cap. 27 de 30 · Trinta Manhãs

Continua amanhã. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Horizonte #SabadoLento #SemPressa","seteveus.space","trinta-manhas-cap-27.mp4"
"2026-06-27","07:30","TikTok","Não fez planos.
O dia chegou na mesma.

Cap. 27 de 30 · Trinta Manhãs
seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Horizonte #SabadoLento #SemPressa","seteveus.space","trinta-manhas-cap-27.mp4"
"2026-06-27","07:30","YouTube","Trinta Manhãs · 27/30 · O dia sem plano

Sem empurrar nem puxar. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Horizonte #SabadoLento #SemPressa","seteveus.space","trinta-manhas-cap-27.mp4"
"2026-06-27","08:30","Facebook","Decidiu não decidir.

Sem agenda.
Sem plano.

Olhou pela janela.
Saiu. Voltou.
Leu. Cozinhou.
Falou com a vizinha sobre flores.

Cinco horas
sem olhar o relógio.

O dia chegou na mesma.

Cap. 27 de 30 · Trinta Manhãs

Continua amanhã. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Horizonte #SabadoLento #SemPressa","seteveus.space","trinta-manhas-cap-27.mp4"
"2026-06-28","07:30","Instagram","Deitou-se no chão de madeira.
Sem motivo.

As costas reconheceram a casa.

""O frio do chão
também sou eu.""

Não no sentido místico.
No sentido óbvio.

Cap. 28 de 30 · Trinta Manhãs

Continua amanhã. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Dualidade #Corpo #Chao","seteveus.space","trinta-manhas-cap-28.mp4"
"2026-06-28","07:30","TikTok","""O frio do chão
também sou eu.""

Cap. 28 de 30 · Trinta Manhãs
seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Dualidade #Corpo #Chao","seteveus.space","trinta-manhas-cap-28.mp4"
"2026-06-28","07:30","YouTube","Trinta Manhãs · 28/30 · Chão de madeira

O corpo e a casa. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Dualidade #Corpo #Chao","seteveus.space","trinta-manhas-cap-28.mp4"
"2026-06-28","08:30","Facebook","Deitou-se no chão de madeira.
Sem motivo.

As costas reconheceram a casa.

""O frio do chão
também sou eu.""

Não no sentido místico.
No sentido óbvio.

Cap. 28 de 30 · Trinta Manhãs

Continua amanhã. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Dualidade #Corpo #Chao","seteveus.space","trinta-manhas-cap-28.mp4"
"2026-06-29","07:30","Instagram","Segunda. Seis da manhã.
O corpo escolheu.

No corredor,
um espelho coberto há anos.

Tirou o pano.

A mesma cara.
Diferente.

Não mais nova.
Não mais bonita.
Mais sua.

Cap. 29 de 30 · Trinta Manhãs

Continua amanhã. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Espelho #VerSe #Penultimo","seteveus.space","trinta-manhas-cap-29.mp4"
"2026-06-29","07:30","TikTok","Tirou o pano do espelho.

A mesma cara.
Mais sua.

Cap. 29 de 30 · Trinta Manhãs
seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Espelho #VerSe #Penultimo","seteveus.space","trinta-manhas-cap-29.mp4"
"2026-06-29","07:30","YouTube","Trinta Manhãs · 29/30 · O pano que caiu

Penúltima. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Espelho #VerSe #Penultimo","seteveus.space","trinta-manhas-cap-29.mp4"
"2026-06-29","08:30","Facebook","Segunda. Seis da manhã.
O corpo escolheu.

No corredor,
um espelho coberto há anos.

Tirou o pano.

A mesma cara.
Diferente.

Não mais nova.
Não mais bonita.
Mais sua.

Cap. 29 de 30 · Trinta Manhãs

Continua amanhã. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Espelho #VerSe #Penultimo","seteveus.space","trinta-manhas-cap-29.mp4"
"2026-06-30","07:30","Instagram","Última terça-feira de Junho.

Pôs a chaleira.
Verteu a água.
Sentou-se à mesa.

A gaveta com a carta: fechada.
O espelho do corredor: destapado.

Não prometeu nada para amanhã.
Mas sabia que amanhã ia chegar.

Cap. 30 de 30 · Trinta Manhãs · Fim

Recomeça amanhã. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Final #Inteireza #Junho","seteveus.space","trinta-manhas-cap-30.mp4"
"2026-06-30","07:30","TikTok","Última manhã de Junho.

Não prometeu nada.
Sabia que amanhã ia chegar.

Cap. 30 de 30 · Fim
seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Final #Inteireza #Junho","seteveus.space","trinta-manhas-cap-30.mp4"
"2026-06-30","07:30","YouTube","Trinta Manhãs · 30/30 · A última manhã

Fim. Recomeça. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Final #Inteireza #Junho","seteveus.space","trinta-manhas-cap-30.mp4"
"2026-06-30","08:30","Facebook","Última terça-feira de Junho.

Pôs a chaleira.
Verteu a água.
Sentou-se à mesa.

A gaveta com a carta: fechada.
O espelho do corredor: destapado.

Não prometeu nada para amanhã.
Mas sabia que amanhã ia chegar.

Cap. 30 de 30 · Trinta Manhãs · Fim

Recomeça amanhã. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Final #Inteireza #Junho","seteveus.space","trinta-manhas-cap-30.mp4"
